"Position","Name","Type","Signal","Label"
"N11","PE13","I/O","",""
"N12","PH7","I/O","",""
"N13","PD12","I/O","",""
"N14","PD11","I/O","",""
"N15","PD10","I/O","",""
"P1","VREF+","Power","",""
"P2","PA2","I/O","",""
"P3","PA6","I/O","",""
"P4","PA5","I/O","",""
"P5","PC5","I/O","",""
"P6","PF12","I/O","",""
"P7","PF15","I/O","",""
"P8","PE8","I/O","",""
"P9","PE9","I/O","",""
"P10","PE11","I/O","",""
"P11","PE14","I/O","",""
"P12","PB12","I/O","",""
"P13","PB13","I/O","",""
"P14","PD9","I/O","",""
"P15","PD8","I/O","",""
"R1","VDDA","Power","",""
"R2","PA3","I/O","",""
"R3","PA7","I/O","",""
"R4","PB1","I/O","",""
"R5","PB0","I/O","",""
"R6","PF11","I/O","",""
"R7","PF14","I/O","",""
"R8","PE7","I/O","",""
"R9","PE10","I/O","",""
"R10","PE12","I/O","",""
"R11","PE15","I/O","",""
"R12","PB10","I/O","",""
"R13","PB11","I/O","",""
"R14","PB14","I/O","",""
"R15","PB15","I/O","",""
