"Position","Name","Type","Signal","Label"
"1","VBAT","Power","",""
"2","PC13","I/O","",""
"3","PC14-OSC32_IN","I/O","",""
"4","PC15-OSC32_OUT","I/O","",""
"5","PH3-BOOT0","I/O","",""
"6","PB8","I/O","",""
"7","PB9","I/O","",""
"8","NRST","Reset","",""
"9","PC0","I/O","",""
"10","PC1","I/O","",""
"11","PC2","I/O","",""
"12","PC3","I/O","",""
"13","VREF+","MonoIO","",""
"14","VDDA","Power","",""
"15","PA0","I/O","",""
"16","PA1","I/O","",""
"17","PA2","I/O","",""
"18","PA3","I/O","",""
"19","PA4","I/O","",""
"20","PA5","I/O","",""
"21","PA6","I/O","",""
"22","PA7","I/O","",""
"23","PA8","I/O","",""
"24","PA9","I/O","",""
"25","PC4","I/O","",""
"26","PC5","I/O","",""
"27","PB2","I/O","",""
"28","PB10","I/O","",""
"29","PB11","I/O","",""
"30","VDD","Power","",""
"31","RF1","MonoIO","",""
"32","VSSRF","Power","",""
"33","VDDRF","Power","",""
"34","OSC_OUT","MonoIO","",""
"35","OSC_IN","MonoIO","",""
"36","AT0","NC","",""
"37","AT1","NC","",""
"38","PB0","I/O","",""
"39","PB1","I/O","",""
"40","PE4","I/O","",""
"41","VFBSMPS","Power","",""
"42","VSSSMPS","Power","",""
"43","VLXSMPS","Power","",""
"44","VDDSMPS","Power","",""
"45","VDD","Power","",""
"46","PB12","I/O","",""
"47","PB13","I/O","",""
"48","PB14","I/O","",""
"49","PB15","I/O","",""
"50","PC6","I/O","",""
"51","PA10","I/O","",""
"52","PA11","I/O","",""
"53","PA12","I/O","",""
"54","PA13","I/O","",""
"55","VDDUSB","Power","",""
"56","PA14","I/O","",""
"57","PA15","I/O","",""
"58","PC10","I/O","",""
"59","PC11","I/O","",""
"60","PC12","I/O","",""
"61","PD0","I/O","",""
"62","PD1","I/O","",""
"63","PB3","I/O","",""
"64","PB4","I/O","",""
"65","PB5","I/O","",""
"66","PB6","I/O","",""
"67","PB7","I/O","",""
"68","VDD","Power","",""
