"Position","Name","Type","Signal","Label"
"1","PB9","I/O","",""
"2","PC14-OSC32_IN (PC14)","I/O","",""
"3","PC15-OSC32_OUT (PC15)","I/O","",""
"4","VDD","Power","",""
"5","VSS","Power","",""
"6","NRST","I/O","",""
"7","PA0","I/O","",""
"8","PA1","I/O","",""
"9","PA2","I/O","",""
"10","PA3","I/O","",""
"11","PA4","I/O","",""
"12","PA5","I/O","",""
"13","PA6","I/O","",""
"14","PA7","I/O","",""
"15","PB0","I/O","",""
"16","PB1","I/O","",""
"17","PB2","I/O","",""
"18","PA8","I/O","",""
"19","PA9","I/O","",""
"20","PC6","I/O","",""
"21","PA10","I/O","",""
"22","PA11 [PA9]","I/O","",""
"23","PA12 [PA10]","I/O","",""
"24","PA13","I/O","",""
"25","PA14-BOOT0","I/O","",""
"26","PA15","I/O","",""
"27","PB3","I/O","",""
"28","PB4","I/O","",""
"29","PB5","I/O","",""
"30","PB6","I/O","",""
"31","PB7","I/O","",""
"32","PB8","I/O","",""
