"Position","Name","Type","Signal","Label"
"1","VBAT","Power","",""
"2","PC13","I/O","",""
"3","PC14-OSC32_IN (PC14)","I/O","",""
"4","PC15-OSC32_OUT (PC15)","I/O","",""
"5","PH0-OSC_IN (PH0)","I/O","",""
"6","PH1-OSC_OUT (PH1)","I/O","",""
"7","NRST","Reset","",""
"8","PC0","I/O","",""
"9","PC1","I/O","",""
"10","PC2","I/O","",""
"11","PC3","I/O","",""
"12","VSSA/VREF-","Power","",""
"13","VDDA/VREF+","Power","",""
"14","PA0","I/O","",""
"15","PA1","I/O","",""
"16","PA2","I/O","",""
"17","PA3","I/O","",""
"18","VSS","Power","",""
"19","VDD","Power","",""
"20","PA4","I/O","",""
"21","PA5","I/O","",""
"22","PA6","I/O","",""
"23","PA7","I/O","",""
"24","PC4","I/O","",""
"25","PB0","I/O","",""
"26","PB1","I/O","",""
"27","PB2","I/O","",""
"28","PB10","I/O","",""
"29","PB11","I/O","",""
"30","VDD12","Power","",""
"31","VSS","Power","",""
"32","VDD","Power","",""
"33","PB12","I/O","",""
"34","PB13","I/O","",""
"35","PB14","I/O","",""
"36","PB15","I/O","",""
"37","PC6","I/O","",""
"38","PC7","I/O","",""
"39","PC8","I/O","",""
"40","PC9","I/O","",""
"41","PA8","I/O","",""
"42","PA9","I/O","",""
"43","PA10","I/O","",""
"44","PA11","I/O","",""
"45","PA12","I/O","",""
"46","PA13 (JTMS-SWDIO)","I/O","",""
"47","VSS","Power","",""
"48","VDDUSB","Power","",""
"49","PA14 (JTCK-SWCLK)","I/O","",""
"50","PA15 (JTDI)","I/O","",""
"51","PC10","I/O","",""
"52","PC11","I/O","",""
"53","PC12","I/O","",""
"54","PB3 (JTDO-TRACESWO)","I/O","",""
"55","PB4 (NJTRST)","I/O","",""
"56","PB5","I/O","",""
"57","PB6","I/O","",""
"58","PB7","I/O","",""
"59","PH3-BOOT0","I/O","",""
"60","PB8","I/O","",""
"61","PB9","I/O","",""
"62","VDD12","Power","",""
"63","VSS","Power","",""
"64","VDD","Power","",""
