"Position","Name","Type","Signal","Label"
"A1","VSS","Power","",""
"A2","PI6","I/O","",""
"A3","PI5","I/O","",""
"A4","PI4","I/O","",""
"A5","PB5","I/O","",""
"A6","VDDLDO","Power","",""
"A7","VCAP","Power","",""
"A8","PK5","I/O","",""
"A9","PG10","I/O","",""
"A10","PG9","I/O","",""
"A11","PD5","I/O","",""
"A12","PD4","I/O","",""
"A13","PC10","I/O","",""
"A14","PA15 (JTDI)","I/O","",""
"A15","PI1","I/O","",""
"A16","PI0","I/O","",""
"A17","VSS","Power","",""
"B1","VBAT","Power","",""
"B2","VSS","Power","",""
"B3","PI7","I/O","",""
"B4","PE1","I/O","",""
"B5","PB6","I/O","",""
"B6","VSS","Power","",""
"B7","PB4 (NJTRST)","I/O","",""
"B8","PK4","I/O","",""
"B9","PG11","I/O","",""
"B10","PJ15","I/O","",""
"B11","PD6","I/O","",""
"B12","PD3","I/O","",""
"B13","PC11","I/O","",""
"B14","PA14 (JTCK/SWCLK)","I/O","",""
"B15","PI2","I/O","",""
"B16","PH15","I/O","",""
"B17","PH14","I/O","",""
"C1","PC15-OSC32_OUT (OSC32_OUT)","I/O","",""
"C2","PC14-OSC32_IN (OSC32_IN)","I/O","",""
"C3","PE2","I/O","",""
"C4","PE0","I/O","",""
"C5","PB7","I/O","",""
"C6","PB3 (JTDO/TRACESWO)","I/O","",""
"C7","PK6","I/O","",""
"C8","PK3","I/O","",""
"C9","PG12","I/O","",""
"C10","VSS","Power","",""
"C11","PD7","I/O","",""
"C12","PC12","I/O","",""
"C13","VSS","Power","",""
"C14","PI3","I/O","",""
"C15","PA13 (JTMS/SWDIO)","I/O","",""
"C16","VSS","Power","",""
"C17","VDDLDO","Power","",""
"D1","PE5","I/O","",""
"D2","PE4","I/O","",""
"D3","PE3","I/O","",""
"D4","PB9","I/O","",""
"D5","PB8","I/O","",""
"D6","PG15","I/O","",""
"D7","PK7","I/O","",""
"D8","PG14","I/O","",""
"D9","PG13","I/O","",""
"D10","PJ14","I/O","",""
"D11","PJ12","I/O","",""
"D12","PD2","I/O","",""
"D13","PD0","I/O","",""
"D14","PA10","I/O","",""
"D15","PA9","I/O","",""
"D16","PH13","I/O","",""
"D17","VCAP","Power","",""
"E1","VLXSMPS","Power","",""
"E2","PI9","I/O","",""
"E3","PC13","I/O","",""
"E4","PI8","I/O","",""
"E5","PE6","I/O","",""
"E6","VDD","Power","",""
"E7","PDR_ON","Reset","",""
"E8","BOOT0","Boot","",""
"E9","VDD","Power","",""
"E10","PJ13","I/O","",""
"E11","VDD","Power","",""
"E12","PD1","I/O","",""
"E13","PC8","I/O","",""
"E14","PC9","I/O","",""
"E15","PA8","I/O","",""
"E16","PA12","I/O","",""
"E17","PA11","I/O","",""
"F1","VDDSMPS","Power","",""
"F2","VSSSMPS","Power","",""
"F3","PI10","I/O","",""
"F4","PI11","I/O","",""
"F5","VDD","Power","",""
"F13","PC7","I/O","",""
"F14","PC6","I/O","",""
"F15","PG8","I/O","",""
"F16","PG7","I/O","",""
"F17","VDD33_USB","Power","",""
"G1","PF2","I/O","",""
"G2","VFBSMPS","Power","",""
"G3","PF1","I/O","",""
"G4","PF0","I/O","",""
"G5","VDD","Power","",""
"G7","VSS","Power","",""
"G8","VSS","Power","",""
"G9","VSS","Power","",""
"G10","VSS","Power","",""
"G11","VSS","Power","",""
"G13","VDD","Power","",""
"G14","PG5","I/O","",""
"G15","PG6","I/O","",""
"G16","VSS","Power","",""
"G17","VDD50_USB","Power","",""
"H1","PI12","I/O","",""
"H2","PI13","I/O","",""
"H3","PI14","I/O","",""
"H4","PF3","I/O","",""
"H5","VDD","Power","",""
"H7","VSS","Power","",""
"H8","VSS","Power","",""
"H9","VSS","Power","",""
"H10","VSS","Power","",""
"H11","VSS","Power","",""
"H13","VDD","Power","",""
"H14","PG4","I/O","",""
"H15","PG3","I/O","",""
"H16","PG2","I/O","",""
"H17","PK2","I/O","",""
"J1","PH1-OSC_OUT (PH1)","I/O","",""
"J2","PH0-OSC_IN (PH0)","I/O","",""
"J3","VSS","Power","",""
"J4","PF5","I/O","",""
"J5","PF4","I/O","",""
"J7","VSS","Power","",""
"J8","VSS","Power","",""
"J9","VSS","Power","",""
"J10","VSS","Power","",""
"J11","VSS","Power","",""
"J13","VDD","Power","",""
"J14","PK0","I/O","",""
"J15","PK1","I/O","",""
"J16","VSS","Power","",""
"J17","VSS","Power","",""
"K1","NRST","Reset","",""
"K2","PF6","I/O","",""
