"Position","Name","Type","Signal","Label"
"1","VBAT","Power","",""
"2","PC13","I/O","",""
"3","PC14-OSC32_IN","I/O","",""
"4","PC15-OSC32_OUT","I/O","",""
"5","PF0-OSC_IN","I/O","",""
"6","PF1-OSC_OUT","I/O","",""
"7","PG10-NRST","I/O","",""
"8","PC0","I/O","",""
"9","PC1","I/O","",""
"10","PC2","I/O","",""
"11","PC3","I/O","",""
"12","PA0","I/O","",""
"13","PA1","I/O","",""
"14","PA2","I/O","",""
"15","VSS","Power","",""
"16","VDD","Power","",""
"17","PA3","I/O","",""
"18","PA4","I/O","",""
"19","PA5","I/O","",""
"20","PA6","I/O","",""
"21","PA7","I/O","",""
"22","PC4","I/O","",""
"23","PC5","I/O","",""
"24","PB0","I/O","",""
"25","PB1","I/O","",""
"26","PB2","I/O","",""
"27","VSSA","Power","",""
"28","VREF+","MonoIO","",""
"29","VDDA","Power","",""
"30","PB10","I/O","",""
"31","VSS","Power","",""
"32","VDD","Power","",""
"33","PB11","I/O","",""
"34","PB12","I/O","",""
"35","PB13","I/O","",""
"36","PB14","I/O","",""
"37","PB15","I/O","",""
"38","PC6","I/O","",""
"39","PC7","I/O","",""
"40","PC8","I/O","",""
"41","PC9","I/O","",""
"42","PA8","I/O","",""
"43","PA9","I/O","",""
"44","PA10","I/O","",""
"45","PA11","I/O","",""
"46","PA12","I/O","",""
"47","VSS","Power","",""
"48","VDD","Power","",""
"49","PA13","I/O","",""
"50","PA14","I/O","",""
"51","PA15","I/O","",""
"52","PC10","I/O","",""
"53","PC11","I/O","",""
"54","PC12","I/O","",""
"55","PD2","I/O","",""
"56","PB3","I/O","",""
"57","PB4","I/O","",""
"58","PB5","I/O","",""
"59","PB6","I/O","",""
"60","PB7","I/O","",""
"61","PB8-BOOT0","I/O","",""
"62","PB9","I/O","",""
"63","VSS","Power","",""
"64","VDD","Power","",""
