"Position","Name","Type","Signal","Label"
"1","PE2","I/O","",""
"2","PE3","I/O","",""
"3","PE4","I/O","",""
"4","PE5","I/O","",""
"5","PE6","I/O","",""
"6","VBAT","Power","",""
"7","PC13","I/O","",""
"8","PC14-OSC32_IN","I/O","",""
"9","PC15-OSC32_OUT","I/O","",""
"10","PF9","I/O","",""
"11","PF10","I/O","",""
"12","PF0-OSC_IN","I/O","",""
"13","PF1-OSC_OUT","I/O","",""
"14","PG10-NRST","I/O","",""
"15","PC0","I/O","",""
"16","PC1","I/O","",""
"17","PC2","I/O","",""
"18","PC3","I/O","",""
"19","PF2","I/O","",""
"20","PA0","I/O","",""
"21","PA1","I/O","",""
"22","PA2","I/O","",""
"23","VSS","Power","",""
"24","VDD","Power","",""
"25","PA3","I/O","",""
"26","PA4","I/O","",""
"27","PA5","I/O","",""
"28","PA6","I/O","",""
"29","PA7","I/O","",""
"30","PC4","I/O","",""
"31","PC5","I/O","",""
"32","PB0","I/O","",""
"33","PB1","I/O","",""
"34","PB2","I/O","",""
"35","VSSA","Power","",""
"36","VREF+","MonoIO","",""
"37","VDDA","Power","",""
"38","PE7","I/O","",""
"39","PE8","I/O","",""
"40","PE9","I/O","",""
"41","PE10","I/O","",""
"42","PE11","I/O","",""
"43","PE12","I/O","",""
"44","PE13","I/O","",""
"45","PE14","I/O","",""
"46","PE15","I/O","",""
"47","PB10","I/O","",""
"48","VSS","Power","",""
"49","VDD","Power","",""
"50","PB11","I/O","",""
"51","PB12","I/O","",""
"52","PB13","I/O","",""
"53","PB14","I/O","",""
"54","PB15","I/O","",""
"55","PD8","I/O","",""
"56","PD9","I/O","",""
"57","PD10","I/O","",""
"58","PD11","I/O","",""
"59","PD12","I/O","",""
"60","PD13","I/O","",""
"61","PD14","I/O","",""
"62","PD15","I/O","",""
"63","VSS","Power","",""
"64","VDD","Power","",""
"65","PC6","I/O","",""
"66","PC7","I/O","",""
"67","PC8","I/O","",""
"68","PC9","I/O","",""
"69","PA8","I/O","",""
"70","PA9","I/O","",""
"71","PA10","I/O","",""
"72","PA11","I/O","",""
"73","PA12","I/O","",""
"74","VSS","Power","",""
"75","VDD","Power","",""
"76","PA13","I/O","",""
"77","PA14","I/O","",""
"78","PA15","I/O","",""
"79","PC10","I/O","",""
"80","PC11","I/O","",""
"81","PC12","I/O","",""
"82","PD0","I/O","",""
"83","PD1","I/O","",""
"84","PD2","I/O","",""
"85","PD3","I/O","",""
"86","PD4","I/O","",""
"87","PD5","I/O","",""
"88","PD6","I/O","",""
"89","PD7","I/O","",""
"90","PB3","I/O","",""
"91","PB4","I/O","",""
"92","PB5","I/O","",""
"93","PB6","I/O","",""
"94","PB7","I/O","",""
"95","PB8-BOOT0","I/O","",""
"96","PB9","I/O","",""
"97","PE0","I/O","",""
"98","PE1","I/O","",""
"99","VSS","Power","",""
"100","VDD","Power","",""
