"Position","Name","Type","Signal","Label"
"A1","VSS","Power","",""
"A2","PD0","I/O","",""
"A3","PD4","I/O","",""
"A4","PD7","I/O","",""
"A5","PB4","I/O","",""
"A6","PB5","I/O","",""
"A7","BOOT0","Boot","",""
"A8","PE1","I/O","",""
"A9","VDD","Power","",""
"B1","PA15","I/O","",""
"B2","PC12","I/O","",""
"B3","PD5","I/O","",""
"B4","PD6","I/O","",""
"B5","PB3","I/O","",""
"B6","PB7","I/O","",""
"B7","PE0","I/O","",""
"B8","VDD","Power","",""
"B9","PE5","I/O","",""
"C1","VDD","Power","",""
"C2","PC11","I/O","",""
"C3","PD2","I/O","",""
"C4","PD3","I/O","",""
"C5","PB6","I/O","",""
"C6","PB9","I/O","",""
"C7","VSS","Power","",""
"C8","PE4","I/O","",""
"C9","PC13-WKUP2","I/O","",""
"D1","PH2","I/O","",""
"D2","VSS","Power","",""
"D3","PA14","I/O","",""
"D4","PD1","I/O","",""
"D5","PB8","I/O","",""
"D6","PE2","I/O","",""
"D7","PE3","I/O","",""
"D8","PC14-OSC32_IN","I/O","",""
"D9","PC15-OSC32_OUT","I/O","",""
"E1","PA11","I/O","",""
"E2","PA12","I/O","",""
"E3","PA13","I/O","",""
"E4","PC10","I/O","",""
"E6","PE6-WKUP3","I/O","",""
"E7","VLCD","Power","",""
"E8","VSS","Power","",""
"E9","VDD","Power","",""
"F1","PA9","I/O","",""
"F2","PA10","I/O","",""
"F3","PA8","I/O","",""
"F4","PC9","I/O","",""
"F6","PC0","I/O","",""
"F7","NRST","Reset","",""
"F8","PH0-OSC_IN","I/O","",""
"F9","PH1-OSC_OUT","I/O","",""
"G1","PC7","I/O","",""
"G2","PC8","I/O","",""
"G3","PD15","I/O","",""
"G4","PD11","I/O","",""
"G6","VDDA","Power","",""
"G7","VREF+","Power","",""
"G8","PC3","I/O","",""
"G9","PC2","I/O","",""
"H1","PC6","I/O","",""
"H2","PD13","I/O","",""
"H3","PD12","I/O","",""
"H4","PD8","I/O","",""
"H6","PA6","I/O","",""
"H7","PA3","I/O","",""
"H8","VREF-","Power","",""
"H9","PC1","I/O","",""
"J1","PD14","I/O","",""
"J2","PD9","I/O","",""
"J3","PB13","I/O","",""
"J4","PB12","I/O","",""
"J5","PE10","I/O","",""
"J6","PB0","I/O","",""
"J7","PA4","I/O","",""
"J8","PA2","I/O","",""
"J9","VSSA","Power","",""
"K1","PD10","I/O","",""
"K2","PB15","I/O","",""
"K3","VDD","Power","",""
"K4","PE15","I/O","",""
"K5","PE13","I/O","",""
"K6","PB1","I/O","",""
"K7","PA7","I/O","",""
"K8","VSS","Power","",""
"K9","PA0-WKUP1","I/O","",""
"L1","PB14","I/O","",""
"L2","VSS","Power","",""
"L3","PB11","I/O","",""
"L4","PE14","I/O","",""
"L5","PE11","I/O","",""
"L6","PE7","I/O","",""
"L7","PC4","I/O","",""
"L8","VDD","Power","",""
"L9","PA1","I/O","",""
"M1","VSS","Power","",""
"M2","PB10","I/O","",""
"M3","PE12","I/O","",""
"M4","PE9","I/O","",""
"M5","PE8","I/O","",""
"M6","PB2","I/O","",""
"M7","PC5","I/O","",""
"M8","PA5","I/O","",""
"M9","VDD","Power","",""
