"Position","Name","Type","Signal","Label"
"A1","VDD","Power","",""
"A2","PC10","I/O","",""
"A3","PA15","I/O","",""
"A4","PD0","I/O","",""
"A5","PB3","I/O","",""
"A6","PB5","I/O","",""
"A7","BOOT0","Boot","",""
"A8","VSS","Power","",""
"A9","VDD","Power","",""
"B1","VSS","Power","",""
"B2","PA14","I/O","",""
"B3","PA12","I/O","",""
"B4","PC12","I/O","",""
"B5","PB4","I/O","",""
"B6","PB6","I/O","",""
"B7","PB7","I/O","",""
"B8","PDR_ON","Power","",""
"B9","VBAT","Power","",""
"C1","VCAP_2","Power","",""
"C2","PA13","I/O","",""
"C3","PA11","I/O","",""
"C4","PC11","I/O","",""
"C5","PD2","I/O","",""
"C6","PB8","I/O","",""
"C7","PC1","I/O","",""
"C8","PC13","I/O","",""
"C9","PC14-OSC32_IN","I/O","",""
"D1","PA10","I/O","",""
"D2","PA9","I/O","",""
"D3","PA8","I/O","",""
"D4","PC7","I/O","",""
"D5","PC6","I/O","",""
"D6","PB9","I/O","",""
"D7","PC2","I/O","",""
"D8","VSS","Power","",""
"D9","PC15-OSC32_OUT","I/O","",""
"E1","PC8","I/O","",""
"E2","PC9","I/O","",""
"E3","PB14","I/O","",""
"E4","PB0","I/O","",""
"E5","PA4","I/O","",""
"E6","PA3","I/O","",""
"E7","PC3","I/O","",""
"E8","VDD","Power","",""
"E9","PH0 - OSC_IN","I/O","",""
"F1","VDDUSB","Power","",""
"F2","PD9","I/O","",""
"F3","PB12","I/O","",""
"F4","PE13","I/O","",""
"F5","PA6","I/O","",""
"F6","BYPASS_REG","Boot","",""
"F7","VDDA","Power","",""
"F8","PC0","I/O","",""
"F9","PH1 - OSC_OUT","I/O","",""
"G1","PD10","I/O","",""
"G2","PB13","I/O","",""
"G3","PE14","I/O","",""
"G4","PE10","I/O","",""
"G5","PB1","I/O","",""
"G6","PA5","I/O","",""
"G7","PA0","I/O","",""
"G8","VREF+","Power","",""
"G9","NRST","Reset","",""
"H1","PB15","I/O","",""
"H2","VCAP_1","Power","",""
"H3","PB10","I/O","",""
"H4","PE11","I/O","",""
"H5","PB2","I/O","",""
"H6","PC4","I/O","",""
"H7","VSS","Power","",""
"H8","PA1","I/O","",""
"H9","VSSA","Power","",""
"J1","VDD","Power","",""
"J2","VSS","Power","",""
"J3","PE15","I/O","",""
"J4","PE12","I/O","",""
"J5","PE9","I/O","",""
"J6","PC5","I/O","",""
"J7","PA7","I/O","",""
"J8","VDD","Power","",""
"J9","PA2","I/O","",""
