"Position","Name","Type","Signal","Label"
"1","VBAT","Power","",""
"2","PC13","I/O","",""
"3","PC14-OSC32_IN","I/O","",""
"4","PC15-OSC32_OUT","I/O","",""
"5","PF0-OSC_IN","I/O","",""
"6","PF1-OSC_OUT","I/O","",""
"7","PG10-NRST","I/O","",""
"8","PA0","I/O","",""
"9","PA1","I/O","",""
"10","PA2","I/O","",""
"11","PA3","I/O","",""
"12","PA4","I/O","",""
"13","PA5","I/O","",""
"14","PA6","I/O","",""
"15","PA7","I/O","",""
"16","PB0","I/O","",""
"17","PB1","I/O","",""
"18","PB2","I/O","",""
"19","VSSA","Power","",""
"20","VREF+","MonoIO","",""
"21","VDDA","Power","",""
"22","PB10","I/O","",""
"23","VSS","Power","",""
"24","VDD","Power","",""
"25","PB11","I/O","",""
"26","PB12","I/O","",""
"27","PB13","I/O","",""
"28","PB14","I/O","",""
"29","PB15","I/O","",""
"30","PA8","I/O","",""
"31","PA9","I/O","",""
"32","PA10","I/O","",""
"33","PA11","I/O","",""
"34","PA12","I/O","",""
"35","VSS","Power","",""
"36","VDD","Power","",""
"37","PA13","I/O","",""
"38","PA14","I/O","",""
"39","PA15","I/O","",""
"40","PB3","I/O","",""
"41","PB4","I/O","",""
"42","PB5","I/O","",""
"43","PB6","I/O","",""
"44","PB7","I/O","",""
"45","PB8-BOOT0","I/O","",""
"46","PB9","I/O","",""
"47","VSS","Power","",""
"48","VDD","Power","",""
